ST,pan,tool,threshold,r_threshold,n,n_within,n_clusters
ST258,roarydefault,snippy,25,106,1252,1241,409
ST258,roarydefault,snippy,26,110,1252,1245,390
ST258,roarydefault,snippy,27,114,1252,1246,372
ST258,roarydefault,snippy,28,119,1252,1248,350
ST258,roarydefault,snippy,29,123,1252,1249,340
ST258,roarydefault,snippy,30,127,1252,1250,325
ST258,roarydefault,snippy,31,131,1252,1250,319
ST258,roarydefault,snippy,32,136,1252,1250,314
ST258,roarydefault,snippy,33,140,1252,1250,312
ST258,roarydefault,snippy,34,144,1252,1250,312
ST258,roarydefault,snippy,35,148,1252,1250,311
ST258,roarydefault,snippy,36,153,1252,1250,311
ST258,roarydefault,snippy,37,157,1252,1250,311
ST258,roarydefault,snippy,38,161,1252,1250,310
ST258,roarydefault,snippy,39,165,1252,1251,310
ST258,roarydefault,snippy,40,170,1252,1251,310
ST258,roarydefault,snippy,41,174,1252,1251,310
ST258,roarydefault,snippy,42,178,1252,1251,309
ST258,roarydefault,snippy,43,182,1252,1251,308
ST258,roarydefault,snippy,44,187,1252,1251,308
ST258,roarydefault,snippy,45,191,1252,1251,308
ST258,roarydefault,snippy,46,195,1252,1251,308
ST258,roarydefault,snippy,47,199,1252,1251,308
ST258,roarydefault,snippy,48,203,1252,1251,308
ST258,roarydefault,snippy,49,208,1252,1251,308
ST258,roarydefault,snippy,50,212,1252,1251,307
ST258,roarydefault,snippy,51,216,1252,1251,307
ST258,roarydefault,snippy,52,220,1252,1251,307
ST258,roarydefault,snippy,53,225,1252,1251,307
ST258,roarydefault,snippy,54,229,1252,1251,306
ST258,roarydefault,snippy,55,233,1252,1251,306
ST258,roarydefault,snippy,56,237,1252,1251,306
ST258,roarydefault,snippy,57,242,1252,1251,306
ST258,roarydefault,snippy,58,246,1252,1251,306
ST258,roarydefault,snippy,59,250,1252,1251,305
ST258,roarydefault,snippy,60,254,1252,1251,305
ST258,roarydefault,snippy,61,259,1252,1251,305
ST258,roarydefault,snippy,62,263,1252,1251,305
ST258,roarydefault,snippy,63,267,1252,1251,305
ST258,roarydefault,snippy,64,271,1252,1251,305
ST258,roarydefault,snippy,65,276,1252,1251,305
ST258,roarydefault,snippy,66,280,1252,1251,305
ST258,roarydefault,snippy,67,284,1252,1251,305
ST258,roarydefault,snippy,68,288,1252,1251,305
ST258,roarydefault,snippy,69,292,1252,1251,305
ST258,roarydefault,snippy,70,297,1252,1251,305
ST258,roarydefault,snippy,71,301,1252,1251,305
ST258,roarydefault,snippy,72,305,1252,1251,305
ST258,roarydefault,snippy,73,309,1252,1251,305
ST258,roarydefault,snippy,74,314,1252,1251,305
ST258,roarydefault,snippy,75,318,1252,1251,305
ST258,roarydefault,snippy,76,322,1252,1251,305
ST258,roarydefault,snippy,77,326,1252,1251,305
ST258,roarydefault,snippy,78,331,1252,1251,305
ST258,roarydefault,snippy,79,335,1252,1251,305
ST258,roarydefault,snippy,80,339,1252,1251,305
ST258,roarydefault,snippy,81,343,1252,1251,305
ST258,roarydefault,snippy,82,348,1252,1251,305
ST258,roarydefault,snippy,83,352,1252,1251,305
ST258,roarydefault,snippy,84,356,1252,1251,305
ST258,roarydefault,snippy,85,360,1252,1251,305
ST258,roarydefault,snippy,86,365,1252,1251,305
ST258,roarydefault,snippy,87,369,1252,1251,305
ST258,roarydefault,snippy,88,373,1252,1251,304
ST258,roarydefault,snippy,89,377,1252,1251,304
ST258,roarydefault,snippy,90,381,1252,1251,304
ST258,roarydefault,snippy,91,386,1252,1251,303
ST258,roarydefault,snippy,92,390,1252,1251,303
ST258,roarydefault,snippy,93,394,1252,1251,303
ST258,roarydefault,snippy,94,398,1252,1251,303
ST258,roarydefault,snippy,95,403,1252,1251,303
ST258,roarydefault,snippy,96,407,1252,1251,302
ST258,roarydefault,snippy,97,411,1252,1251,302
ST258,roarydefault,snippy,98,415,1252,1251,302
ST258,roarydefault,snippy,99,420,1252,1251,302
ST258,roarydefault,snippy,100,424,1252,1251,302
ST258,roarydefault,subset,1,4,1251,911,455
ST258,roarydefault,subset,2,9,1251,917,458
ST258,roarydefault,subset,3,13,1251,928,463
ST258,roarydefault,subset,4,17,1251,948,473
ST258,roarydefault,subset,5,21,1251,967,481
ST258,roarydefault,subset,6,26,1251,981,486
ST258,roarydefault,subset,7,30,1251,994,491
ST258,roarydefault,subset,8,34,1251,1018,500
ST258,roarydefault,subset,9,38,1251,1030,504
ST258,roarydefault,subset,10,43,1251,1050,511
ST258,roarydefault,subset,11,47,1251,1062,514
ST258,roarydefault,subset,12,51,1251,1067,515
ST258,roarydefault,subset,13,55,1251,1076,518
ST258,roarydefault,subset,14,60,1251,1089,520
ST258,roarydefault,subset,15,64,1251,1097,522
ST258,roarydefault,subset,16,68,1251,1110,525
ST258,roarydefault,subset,17,72,1251,1118,527
ST258,roarydefault,subset,18,77,1251,1130,528
ST258,roarydefault,subset,19,81,1251,1137,531
ST258,roarydefault,subset,20,85,1251,1145,532
ST258,roarydefault,subset,21,89,1251,1158,532
ST258,roarydefault,subset,22,94,1251,1162,533
ST258,roarydefault,subset,23,98,1251,1167,533
ST258,roarydefault,subset,24,102,1251,1170,531
ST258,roarydefault,subset,25,106,1251,1177,532
ST258,roarydefault,subset,26,111,1251,1184,528
ST258,roarydefault,subset,27,115,1251,1188,528
ST258,roarydefault,subset,28,119,1251,1190,526
ST258,roarydefault,subset,29,123,1251,1198,525
ST258,roarydefault,subset,30,128,1251,1204,522
ST258,roarydefault,subset,31,132,1251,1205,521
ST258,roarydefault,subset,32,136,1251,1208,521
ST258,roarydefault,subset,33,140,1251,1212,517
ST258,roarydefault,subset,34,145,1251,1213,512
ST258,roarydefault,subset,35,149,1251,1219,512
ST258,roarydefault,subset,36,153,1251,1222,507
ST258,roarydefault,subset,37,157,1251,1222,505
ST258,roarydefault,subset,38,162,1251,1227,504
ST258,roarydefault,subset,39,166,1251,1227,502
ST258,roarydefault,subset,40,170,1251,1227,498
ST258,roarydefault,subset,41,174,1251,1227,494
ST258,roarydefault,subset,42,179,1251,1228,493
ST258,roarydefault,subset,43,183,1251,1228,490
ST258,roarydefault,subset,44,187,1251,1232,487
ST258,roarydefault,subset,45,191,1251,1233,487
ST258,roarydefault,subset,46,196,1251,1233,487
ST258,roarydefault,subset,47,200,1251,1233,484
ST258,roarydefault,subset,48,204,1251,1235,481
ST258,roarydefault,subset,49,208,1251,1236,480
ST258,roarydefault,subset,50,213,1251,1238,481
ST258,roarydefault,subset,51,217,1251,1238,478
ST258,roarydefault,subset,52,221,1251,1238,477
ST258,roarydefault,subset,53,225,1251,1238,476
ST258,roarydefault,subset,54,230,1251,1239,474
ST258,roarydefault,subset,55,234,1251,1239,473
ST258,roarydefault,subset,56,238,1251,1239,471
ST258,roarydefault,subset,57,242,1251,1241,471
ST258,roarydefault,subset,58,247,1251,1241,470
ST258,roarydefault,subset,59,251,1251,1242,469
ST258,roarydefault,subset,60,255,1251,1242,464
ST258,roarydefault,subset,61,259,1251,1242,462
ST258,roarydefault,subset,62,264,1251,1242,456
ST258,roarydefault,subset,63,268,1251,1242,452
ST258,roarydefault,subset,64,272,1251,1243,446
ST258,roarydefault,subset,65,276,1251,1243,445
ST258,roarydefault,subset,66,281,1251,1243,442
ST258,roarydefault,subset,67,285,1251,1244,442
ST258,roarydefault,subset,68,289,1251,1244,439
ST258,roarydefault,subset,69,293,1251,1244,438
ST258,roarydefault,subset,70,298,1251,1244,435
ST258,roarydefault,subset,71,302,1251,1245,434
ST258,roarydefault,subset,72,306,1251,1245,432
ST258,roarydefault,subset,73,310,1251,1245,430
ST258,roarydefault,subset,74,315,1251,1245,429
ST258,roarydefault,subset,75,319,1251,1245,429
ST258,roarydefault,subset,76,323,1251,1245,429
ST258,roarydefault,subset,77,327,1251,1245,429
ST258,roarydefault,subset,78,332,1251,1245,425
ST258,roarydefault,subset,79,336,1251,1246,425
ST258,roarydefault,subset,80,340,1251,1246,425
ST258,roarydefault,subset,81,344,1251,1246,424
ST258,roarydefault,subset,82,349,1251,1246,423
ST258,roarydefault,subset,83,353,1251,1246,422
ST258,roarydefault,subset,84,357,1251,1247,422
ST258,roarydefault,subset,85,361,1251,1247,421
ST258,roarydefault,subset,86,366,1251,1247,421
ST258,roarydefault,subset,87,370,1251,1247,420
ST258,roarydefault,subset,88,374,1251,1247,419
ST258,roarydefault,subset,89,378,1251,1247,418
ST258,roarydefault,subset,90,383,1251,1247,418
ST258,roarydefault,subset,91,387,1251,1248,417
ST258,roarydefault,subset,92,391,1251,1248,416
ST258,roarydefault,subset,93,395,1251,1248,416
ST258,roarydefault,subset,94,400,1251,1248,416
ST258,roarydefault,subset,95,404,1251,1248,416
ST258,roarydefault,subset,96,408,1251,1248,415
ST258,roarydefault,subset,97,412,1251,1248,414
ST258,roarydefault,subset,98,417,1251,1248,413
ST258,roarydefault,subset,99,421,1251,1248,412
ST258,roarydefault,subset,100,425,1251,1248,410
ST258,roarydefault,treeshrink,1,4,1251,916,457
ST258,roarydefault,treeshrink,2,8,1251,920,459
ST258,roarydefault,treeshrink,3,13,1251,931,464
ST258,roarydefault,treeshrink,4,17,1251,954,475
ST258,roarydefault,treeshrink,5,21,1251,979,487
ST258,roarydefault,treeshrink,6,25,1251,993,492
ST258,roarydefault,treeshrink,7,30,1251,1013,500
ST258,roarydefault,treeshrink,8,34,1251,1031,507
ST258,roarydefault,treeshrink,9,38,1251,1043,510
ST258,roarydefault,treeshrink,10,42,1251,1055,513
ST258,roarydefault,treeshrink,11,47,1251,1071,516
ST258,roarydefault,treeshrink,12,51,1251,1084,521
ST258,roarydefault,treeshrink,13,55,1251,1094,523
ST258,roarydefault,treeshrink,14,59,1251,1105,524
ST258,roarydefault,treeshrink,15,64,1251,1115,525
ST258,roarydefault,treeshrink,16,68,1251,1125,529
ST258,roarydefault,treeshrink,17,72,1251,1138,530
ST258,roarydefault,treeshrink,18,76,1251,1142,529
ST258,roarydefault,treeshrink,19,81,1251,1152,532
ST258,roarydefault,treeshrink,20,85,1251,1160,533
ST258,roarydefault,treeshrink,21,89,1251,1161,531
ST258,roarydefault,treeshrink,22,93,1251,1167,533
ST258,roarydefault,treeshrink,23,98,1251,1174,530
ST258,roarydefault,treeshrink,24,102,1251,1181,531
ST258,roarydefault,treeshrink,25,106,1251,1185,529
ST258,roarydefault,treeshrink,26,110,1251,1188,526
ST258,roarydefault,treeshrink,27,115,1251,1194,525
ST258,roarydefault,treeshrink,28,119,1251,1197,524
ST258,roarydefault,treeshrink,29,123,1251,1204,525
ST258,roarydefault,treeshrink,30,127,1251,1206,521
ST258,roarydefault,treeshrink,31,132,1251,1208,516
ST258,roarydefault,treeshrink,32,136,1251,1216,512
ST258,roarydefault,treeshrink,33,140,1251,1219,510
ST258,roarydefault,treeshrink,34,144,1251,1220,509
ST258,roarydefault,treeshrink,35,149,1251,1223,509
ST258,roarydefault,treeshrink,36,153,1251,1227,504
ST258,roarydefault,treeshrink,37,157,1251,1230,501
ST258,roarydefault,treeshrink,38,161,1251,1230,498
ST258,roarydefault,treeshrink,39,166,1251,1232,492
ST258,roarydefault,treeshrink,40,170,1251,1232,491
ST258,roarydefault,treeshrink,41,174,1251,1232,488
ST258,roarydefault,treeshrink,42,178,1251,1233,488
ST258,roarydefault,treeshrink,43,183,1251,1233,480
ST258,roarydefault,treeshrink,44,187,1251,1233,478
ST258,roarydefault,treeshrink,45,191,1251,1234,477
ST258,roarydefault,treeshrink,46,195,1251,1235,477
ST258,roarydefault,treeshrink,47,200,1251,1236,474
ST258,roarydefault,treeshrink,48,204,1251,1236,471
ST258,roarydefault,treeshrink,49,208,1251,1236,470
ST258,roarydefault,treeshrink,50,212,1251,1236,469
ST258,roarydefault,treeshrink,51,217,1251,1237,467
ST258,roarydefault,treeshrink,52,221,1251,1237,466
ST258,roarydefault,treeshrink,53,225,1251,1237,463
ST258,roarydefault,treeshrink,54,229,1251,1240,462
ST258,roarydefault,treeshrink,55,234,1251,1240,460
ST258,roarydefault,treeshrink,56,238,1251,1240,460
ST258,roarydefault,treeshrink,57,242,1251,1240,460
ST258,roarydefault,treeshrink,58,246,1251,1240,459
ST258,roarydefault,treeshrink,59,251,1251,1240,456
ST258,roarydefault,treeshrink,60,255,1251,1240,456
ST258,roarydefault,treeshrink,61,259,1251,1240,454
ST258,roarydefault,treeshrink,62,263,1251,1240,450
ST258,roarydefault,treeshrink,63,268,1251,1240,444
ST258,roarydefault,treeshrink,64,272,1251,1240,442
ST258,roarydefault,treeshrink,65,276,1251,1240,439
ST258,roarydefault,treeshrink,66,280,1251,1240,437
ST258,roarydefault,treeshrink,67,285,1251,1240,434
ST258,roarydefault,treeshrink,68,289,1251,1240,434
ST258,roarydefault,treeshrink,69,293,1251,1240,433
ST258,roarydefault,treeshrink,70,297,1251,1240,433
ST258,roarydefault,treeshrink,71,302,1251,1240,431
ST258,roarydefault,treeshrink,72,306,1251,1240,430
ST258,roarydefault,treeshrink,73,310,1251,1242,429
ST258,roarydefault,treeshrink,74,314,1251,1242,429
ST258,roarydefault,treeshrink,75,319,1251,1242,426
ST258,roarydefault,treeshrink,76,323,1251,1242,425
ST258,roarydefault,treeshrink,77,327,1251,1242,424
ST258,roarydefault,treeshrink,78,331,1251,1242,423
ST258,roarydefault,treeshrink,79,336,1251,1242,422
ST258,roarydefault,treeshrink,80,340,1251,1242,422
ST258,roarydefault,treeshrink,81,344,1251,1243,422
ST258,roarydefault,treeshrink,82,348,1251,1243,421
ST258,roarydefault,treeshrink,83,353,1251,1243,419
ST258,roarydefault,treeshrink,84,357,1251,1243,417
ST258,roarydefault,treeshrink,85,361,1251,1243,416
ST258,roarydefault,treeshrink,86,365,1251,1243,415
ST258,roarydefault,treeshrink,87,370,1251,1243,414
ST258,roarydefault,treeshrink,88,374,1251,1243,414
ST258,roarydefault,treeshrink,89,378,1251,1243,413
ST258,roarydefault,treeshrink,90,382,1251,1245,414
ST258,roarydefault,treeshrink,91,387,1251,1245,412
ST258,roarydefault,treeshrink,92,391,1251,1245,412
ST258,roarydefault,treeshrink,93,395,1251,1245,412
ST258,roarydefault,treeshrink,94,399,1251,1245,412
ST258,roarydefault,treeshrink,95,404,1251,1245,411
ST258,roarydefault,treeshrink,96,408,1251,1245,411
ST258,roarydefault,treeshrink,97,412,1251,1245,406
ST258,roarydefault,treeshrink,98,416,1251,1245,405
ST258,roarydefault,treeshrink,99,421,1251,1245,404
ST258,roarydefault,treeshrink,100,425,1251,1245,403
ST258,roarydefault,trimal,1,3,1251,903,451
ST258,roarydefault,trimal,2,7,1251,913,456
ST258,roarydefault,trimal,3,10,1251,926,462
ST258,roarydefault,trimal,4,14,1251,952,475
ST258,roarydefault,trimal,5,17,1251,960,479
ST258,roarydefault,trimal,6,21,1251,981,486
ST258,roarydefault,trimal,7,24,1251,999,493
ST258,roarydefault,trimal,8,28,1251,1022,502
ST258,roarydefault,trimal,9,31,1251,1037,509
ST258,roarydefault,trimal,10,35,1251,1056,516
ST258,roarydefault,trimal,11,38,1251,1065,517
ST258,roarydefault,trimal,12,42,1251,1077,520
ST258,roarydefault,trimal,13,45,1251,1081,520
ST258,roarydefault,trimal,14,48,1251,1085,521
ST258,roarydefault,trimal,15,52,1251,1095,526
ST258,roarydefault,trimal,16,55,1251,1104,526
ST258,roarydefault,trimal,17,59,1251,1112,529
ST258,roarydefault,trimal,18,62,1251,1121,530
ST258,roarydefault,trimal,19,66,1251,1127,529
ST258,roarydefault,trimal,20,69,1251,1135,529
ST258,roarydefault,trimal,21,73,1251,1140,529
ST258,roarydefault,trimal,22,76,1251,1144,528
ST258,roarydefault,trimal,23,80,1251,1152,530
ST258,roarydefault,trimal,24,83,1251,1162,531
ST258,roarydefault,trimal,25,87,1251,1165,528
ST258,roarydefault,trimal,26,90,1251,1172,525
ST258,roarydefault,trimal,27,93,1251,1174,520
ST258,roarydefault,trimal,28,97,1251,1181,516
ST258,roarydefault,trimal,29,100,1251,1187,515
ST258,roarydefault,trimal,30,104,1251,1194,513
ST258,roarydefault,trimal,31,107,1251,1195,510
ST258,roarydefault,trimal,32,111,1251,1204,511
ST258,roarydefault,trimal,33,114,1251,1205,507
ST258,roarydefault,trimal,34,118,1251,1209,504
ST258,roarydefault,trimal,35,121,1251,1212,504
ST258,roarydefault,trimal,36,125,1251,1214,503
ST258,roarydefault,trimal,37,128,1251,1215,500
ST258,roarydefault,trimal,38,132,1251,1218,498
ST258,roarydefault,trimal,39,135,1251,1218,495
ST258,roarydefault,trimal,40,139,1251,1219,491
ST258,roarydefault,trimal,41,142,1251,1220,488
ST258,roarydefault,trimal,42,145,1251,1221,487
ST258,roarydefault,trimal,43,149,1251,1221,486
ST258,roarydefault,trimal,44,152,1251,1221,481
ST258,roarydefault,trimal,45,156,1251,1222,479
ST258,roarydefault,trimal,46,159,1251,1222,475
ST258,roarydefault,trimal,47,163,1251,1225,471
ST258,roarydefault,trimal,48,166,1251,1225,471
ST258,roarydefault,trimal,49,170,1251,1226,469
ST258,roarydefault,trimal,50,173,1251,1229,469
ST258,roarydefault,trimal,51,177,1251,1232,469
ST258,roarydefault,trimal,52,180,1251,1233,468
ST258,roarydefault,trimal,53,184,1251,1234,466
ST258,roarydefault,trimal,54,187,1251,1235,465
ST258,roarydefault,trimal,55,190,1251,1235,464
ST258,roarydefault,trimal,56,194,1251,1235,464
ST258,roarydefault,trimal,57,197,1251,1235,463
ST258,roarydefault,trimal,58,201,1251,1235,462
ST258,roarydefault,trimal,59,204,1251,1235,459
ST258,roarydefault,trimal,60,208,1251,1235,456
ST258,roarydefault,trimal,61,211,1251,1235,456
ST258,roarydefault,trimal,62,215,1251,1236,455
ST258,roarydefault,trimal,63,218,1251,1236,455
ST258,roarydefault,trimal,64,222,1251,1236,454
ST258,roarydefault,trimal,65,225,1251,1236,452
ST258,roarydefault,trimal,66,229,1251,1236,449
ST258,roarydefault,trimal,67,232,1251,1236,447
ST258,roarydefault,trimal,68,235,1251,1236,443
ST258,roarydefault,trimal,69,239,1251,1236,439
ST258,roarydefault,trimal,70,242,1251,1237,438
ST258,roarydefault,trimal,71,246,1251,1237,433
ST258,roarydefault,trimal,72,249,1251,1237,432
ST258,roarydefault,trimal,73,253,1251,1237,430
ST258,roarydefault,trimal,74,256,1251,1237,429
ST258,roarydefault,trimal,75,260,1251,1237,428
ST258,roarydefault,trimal,76,263,1251,1237,426
ST258,roarydefault,trimal,77,267,1251,1237,424
ST258,roarydefault,trimal,78,270,1251,1237,424
ST258,roarydefault,trimal,79,274,1251,1237,422
ST258,roarydefault,trimal,80,277,1251,1238,422
ST258,roarydefault,trimal,81,280,1251,1238,422
ST258,roarydefault,trimal,82,284,1251,1238,421
ST258,roarydefault,trimal,83,287,1251,1239,421
ST258,roarydefault,trimal,84,291,1251,1239,420
ST258,roarydefault,trimal,85,294,1251,1239,420
ST258,roarydefault,trimal,86,298,1251,1239,418
ST258,roarydefault,trimal,87,301,1251,1239,417
ST258,roarydefault,trimal,88,305,1251,1240,415
ST258,roarydefault,trimal,89,308,1251,1240,414
ST258,roarydefault,trimal,90,312,1251,1242,414
ST258,roarydefault,trimal,91,315,1251,1243,414
ST258,roarydefault,trimal,92,319,1251,1243,414
ST258,roarydefault,trimal,93,322,1251,1243,414
ST258,roarydefault,trimal,94,325,1251,1243,414
ST258,roarydefault,trimal,95,329,1251,1243,414
ST258,roarydefault,trimal,96,332,1251,1243,414
ST258,roarydefault,trimal,97,336,1251,1243,414
ST258,roarydefault,trimal,98,339,1251,1243,414
ST258,roarydefault,trimal,99,343,1251,1243,412
ST258,roarydefault,trimal,100,346,1251,1243,412
ST307,panacota,clipkit,1,4,965,701,350
ST307,panacota,clipkit,2,9,965,724,361
ST307,panacota,clipkit,3,13,965,745,370
ST307,panacota,clipkit,4,17,965,765,379
ST307,panacota,clipkit,5,22,965,784,385
ST307,panacota,clipkit,6,26,965,793,389
ST307,panacota,clipkit,7,31,965,812,389
ST307,panacota,clipkit,8,35,965,825,391
ST307,panacota,clipkit,9,39,965,835,391
ST307,panacota,clipkit,10,44,965,843,389
ST307,panacota,clipkit,11,48,965,847,388
ST307,panacota,clipkit,12,52,965,858,385
ST307,panacota,clipkit,13,57,965,873,383
ST307,panacota,clipkit,14,61,965,882,375
ST307,panacota,clipkit,15,65,965,889,361
ST307,panacota,clipkit,16,70,965,899,342
ST307,panacota,clipkit,17,74,965,906,326
ST307,panacota,clipkit,18,78,965,911,303
ST307,panacota,clipkit,19,83,965,918,276
ST307,panacota,clipkit,20,87,965,922,255
ST307,panacota,clipkit,21,92,965,931,234
ST307,panacota,clipkit,22,96,965,936,218
ST307,panacota,clipkit,23,100,965,939,205
ST307,panacota,clipkit,24,105,965,946,181
ST307,panacota,clipkit,25,109,965,950,167
ST307,panacota,clipkit,26,113,965,952,149
ST307,panacota,clipkit,27,118,965,953,137
ST307,panacota,clipkit,28,122,965,956,128
ST307,panacota,clipkit,29,126,965,956,121
ST307,panacota,clipkit,30,131,965,957,109
ST307,panacota,clipkit,31,135,965,957,104
ST307,panacota,clipkit,32,139,965,957,101
ST307,panacota,clipkit,33,144,965,959,95
ST307,panacota,clipkit,34,148,965,959,92
ST307,panacota,clipkit,35,153,965,960,84
ST307,panacota,clipkit,36,157,965,960,79
ST307,panacota,clipkit,37,161,965,960,75
ST307,panacota,clipkit,38,166,965,960,72
ST307,panacota,clipkit,39,170,965,960,67
ST307,panacota,clipkit,40,174,965,960,66
ST307,panacota,clipkit,41,179,965,960,60
ST307,panacota,clipkit,42,183,965,960,58
ST307,panacota,clipkit,43,187,965,960,57
ST307,panacota,clipkit,44,192,965,960,52
ST307,panacota,clipkit,45,196,965,960,50
ST307,panacota,clipkit,46,200,965,960,43
ST307,panacota,clipkit,47,205,965,960,42
ST307,panacota,clipkit,48,209,965,960,42
ST307,panacota,clipkit,49,214,965,960,39
ST307,panacota,clipkit,50,218,965,960,39
ST307,panacota,clipkit,51,222,965,960,38
ST307,panacota,clipkit,52,227,965,960,35
ST307,panacota,clipkit,53,231,965,961,35
ST307,panacota,clipkit,54,235,965,962,34
ST307,panacota,clipkit,55,240,965,962,33
ST307,panacota,clipkit,56,244,965,962,33
ST307,panacota,clipkit,57,248,965,962,33
ST307,panacota,clipkit,58,253,965,962,30
ST307,panacota,clipkit,59,257,965,962,29
ST307,panacota,clipkit,60,261,965,962,27
ST307,panacota,clipkit,61,266,965,962,27
ST307,panacota,clipkit,62,270,965,962,25
ST307,panacota,clipkit,63,275,965,962,25
ST307,panacota,clipkit,64,279,965,962,25
ST307,panacota,clipkit,65,283,965,962,24
ST307,panacota,clipkit,66,288,965,963,24
ST307,panacota,clipkit,67,292,965,963,23
ST307,panacota,clipkit,68,296,965,963,23
ST307,panacota,clipkit,69,301,965,963,22
ST307,panacota,clipkit,70,305,965,963,22
ST307,panacota,clipkit,71,309,965,963,22
ST307,panacota,clipkit,72,314,965,963,22
ST307,panacota,clipkit,73,318,965,963,22
ST307,panacota,clipkit,74,323,965,963,20
ST307,panacota,clipkit,75,327,965,963,20
ST307,panacota,clipkit,76,331,965,963,20
ST307,panacota,clipkit,77,336,965,963,20
ST307,panacota,clipkit,78,340,965,963,19
ST307,panacota,clipkit,79,344,965,963,19
ST307,panacota,clipkit,80,349,965,963,19
ST307,panacota,clipkit,81,353,965,963,18
ST307,panacota,clipkit,82,357,965,963,18
ST307,panacota,clipkit,83,362,965,963,18
ST307,panacota,clipkit,84,366,965,963,18
ST307,panacota,clipkit,85,370,965,963,18
ST307,panacota,clipkit,86,375,965,963,18
ST307,panacota,clipkit,87,379,965,963,18
ST307,panacota,clipkit,88,384,965,963,18
ST307,panacota,clipkit,89,388,965,963,17
ST307,panacota,clipkit,90,392,965,963,17
ST307,panacota,clipkit,91,397,965,963,16
ST307,panacota,clipkit,92,401,965,963,16
ST307,panacota,clipkit,93,405,965,963,16
ST307,panacota,clipkit,94,410,965,963,16
ST307,panacota,clipkit,95,414,965,963,16
ST307,panacota,clipkit,96,418,965,963,16
ST307,panacota,clipkit,97,423,965,963,16
ST307,panacota,clipkit,98,427,965,965,17
ST307,panacota,clipkit,99,431,965,965,17
ST307,panacota,clipkit,100,436,965,965,17
ST307,panacota,fixcore,1,4,965,704,352
ST307,panacota,fixcore,2,9,965,733,366
ST307,panacota,fixcore,3,13,965,761,379
ST307,panacota,fixcore,4,18,965,780,387
ST307,panacota,fixcore,5,22,965,807,398
ST307,panacota,fixcore,6,26,965,820,401
ST307,panacota,fixcore,7,31,965,839,406
ST307,panacota,fixcore,8,35,965,849,407
ST307,panacota,fixcore,9,39,965,862,410
ST307,panacota,fixcore,10,44,965,870,402
ST307,panacota,fixcore,11,48,965,878,403
ST307,panacota,fixcore,12,53,965,887,397
ST307,panacota,fixcore,13,57,965,902,388
ST307,panacota,fixcore,14,61,965,908,379
ST307,panacota,fixcore,15,66,965,915,360
ST307,panacota,fixcore,16,70,965,918,336
ST307,panacota,fixcore,17,75,965,926,317
ST307,panacota,fixcore,18,79,965,931,286
ST307,panacota,fixcore,19,83,965,932,258
ST307,panacota,fixcore,20,88,965,939,227
ST307,panacota,fixcore,21,92,965,940,201
ST307,panacota,fixcore,22,96,965,944,184
ST307,panacota,fixcore,23,101,965,946,160
ST307,panacota,fixcore,24,105,965,949,145
ST307,panacota,fixcore,25,110,965,952,127
ST307,panacota,fixcore,26,114,965,955,109
ST307,panacota,fixcore,27,118,965,955,97
ST307,panacota,fixcore,28,123,965,956,84
ST307,panacota,fixcore,29,127,965,956,79
ST307,panacota,fixcore,30,131,965,956,72
ST307,panacota,fixcore,31,136,965,956,64
ST307,panacota,fixcore,32,140,965,956,58
ST307,panacota,fixcore,33,145,965,956,55
ST307,panacota,fixcore,34,149,965,956,52
ST307,panacota,fixcore,35,153,965,957,48
ST307,panacota,fixcore,36,158,965,957,47
ST307,panacota,fixcore,37,162,965,958,44
ST307,panacota,fixcore,38,167,965,958,43
ST307,panacota,fixcore,39,171,965,958,41
ST307,panacota,fixcore,40,175,965,959,40
ST307,panacota,fixcore,41,180,965,959,36
ST307,panacota,fixcore,42,184,965,959,35
ST307,panacota,fixcore,43,188,965,960,31
ST307,panacota,fixcore,44,193,965,960,31
ST307,panacota,fixcore,45,197,965,962,31
ST307,panacota,fixcore,46,202,965,962,30
ST307,panacota,fixcore,47,206,965,962,30
ST307,panacota,fixcore,48,210,965,962,27
ST307,panacota,fixcore,49,215,965,962,27
ST307,panacota,fixcore,50,219,965,964,26
ST307,panacota,fixcore,51,224,965,964,25
ST307,panacota,fixcore,52,228,965,964,24
ST307,panacota,fixcore,53,232,965,964,24
ST307,panacota,fixcore,54,237,965,964,24
ST307,panacota,fixcore,55,241,965,964,24
ST307,panacota,fixcore,56,245,965,964,23
ST307,panacota,fixcore,57,250,965,964,22
ST307,panacota,fixcore,58,254,965,964,22
ST307,panacota,fixcore,59,259,965,964,20
ST307,panacota,fixcore,60,263,965,964,20
ST307,panacota,fixcore,61,267,965,965,20
ST307,panacota,fixcore,62,272,965,965,18
ST307,panacota,fixcore,63,276,965,965,17
ST307,panacota,fixcore,64,281,965,965,17
ST307,panacota,fixcore,65,285,965,965,17
ST307,panacota,fixcore,66,289,965,965,17
ST307,panacota,fixcore,67,294,965,965,17
ST307,panacota,fixcore,68,298,965,965,16
ST307,panacota,fixcore,69,302,965,965,15
ST307,panacota,fixcore,70,307,965,965,15
ST307,panacota,fixcore,71,311,965,965,15
ST307,panacota,fixcore,72,316,965,965,15
ST307,panacota,fixcore,73,320,965,965,15
ST307,panacota,fixcore,74,324,965,965,14
ST307,panacota,fixcore,75,329,965,965,14
ST307,panacota,fixcore,76,333,965,965,14
ST307,panacota,fixcore,77,338,965,965,14
ST307,panacota,fixcore,78,342,965,965,14
