ST,pan,tool,threshold,r_threshold,n,n_within,n_clusters
ST258,panacota,clipkit,1,4,1251,915,457
ST258,panacota,clipkit,2,9,1251,923,461
ST258,panacota,clipkit,3,13,1251,928,463
ST258,panacota,clipkit,4,17,1251,944,471
ST258,panacota,clipkit,5,22,1251,963,480
ST258,panacota,clipkit,6,26,1251,977,486
ST258,panacota,clipkit,7,30,1251,995,494
ST258,panacota,clipkit,8,35,1251,1009,499
ST258,panacota,clipkit,9,39,1251,1022,505
ST258,panacota,clipkit,10,43,1251,1037,511
ST258,panacota,clipkit,11,48,1251,1048,514
ST258,panacota,clipkit,12,52,1251,1056,516
ST258,panacota,clipkit,13,56,1251,1069,519
ST258,panacota,clipkit,14,61,1251,1078,523
ST258,panacota,clipkit,15,65,1251,1090,525
ST258,panacota,clipkit,16,69,1251,1097,526
ST258,panacota,clipkit,17,73,1251,1102,526
ST258,panacota,clipkit,18,78,1251,1114,529
ST258,panacota,clipkit,19,82,1251,1123,532
ST258,panacota,clipkit,20,86,1251,1127,529
ST258,panacota,clipkit,21,91,1251,1138,529
ST258,panacota,clipkit,22,95,1251,1148,529
ST258,panacota,clipkit,23,99,1251,1150,530
ST258,panacota,clipkit,24,104,1251,1158,527
ST258,panacota,clipkit,25,108,1251,1163,523
ST258,panacota,clipkit,26,112,1251,1170,521
ST258,panacota,clipkit,27,117,1251,1172,514
ST258,panacota,clipkit,28,121,1251,1174,505
ST258,panacota,clipkit,29,125,1251,1180,497
ST258,panacota,clipkit,30,130,1251,1181,485
ST258,panacota,clipkit,31,134,1251,1187,481
ST258,panacota,clipkit,32,138,1251,1187,477
ST258,panacota,clipkit,33,143,1251,1190,466
ST258,panacota,clipkit,34,147,1251,1196,461
ST258,panacota,clipkit,35,151,1251,1200,448
ST258,panacota,clipkit,36,156,1251,1205,441
ST258,panacota,clipkit,37,160,1251,1208,432
ST258,panacota,clipkit,38,164,1251,1211,424
ST258,panacota,clipkit,39,169,1251,1215,419
ST258,panacota,clipkit,40,173,1251,1217,412
ST258,panacota,clipkit,41,177,1251,1218,405
ST258,panacota,clipkit,42,182,1251,1220,393
ST258,panacota,clipkit,43,186,1251,1221,387
ST258,panacota,clipkit,44,190,1251,1222,382
ST258,panacota,clipkit,45,195,1251,1222,376
ST258,panacota,clipkit,46,199,1251,1223,368
ST258,panacota,clipkit,47,203,1251,1224,364
ST258,panacota,clipkit,48,208,1251,1225,359
ST258,panacota,clipkit,49,212,1251,1225,359
ST258,panacota,clipkit,50,216,1251,1225,356
ST258,panacota,clipkit,51,220,1251,1226,353
ST258,panacota,clipkit,52,225,1251,1226,351
ST258,panacota,clipkit,53,229,1251,1230,348
ST258,panacota,clipkit,54,233,1251,1230,344
ST258,panacota,clipkit,55,238,1251,1231,339
ST258,panacota,clipkit,56,242,1251,1231,337
ST258,panacota,clipkit,57,246,1251,1231,334
ST258,panacota,clipkit,58,251,1251,1231,329
ST258,panacota,clipkit,59,255,1251,1231,327
ST258,panacota,clipkit,60,259,1251,1231,327
ST258,panacota,clipkit,61,264,1251,1231,326
ST258,panacota,clipkit,62,268,1251,1231,324
ST258,panacota,clipkit,63,272,1251,1231,318
ST258,panacota,clipkit,64,277,1251,1231,318
ST258,panacota,clipkit,65,281,1251,1231,317
ST258,panacota,clipkit,66,285,1251,1232,317
ST258,panacota,clipkit,67,290,1251,1232,317
ST258,panacota,clipkit,68,294,1251,1233,317
ST258,panacota,clipkit,69,298,1251,1233,315
ST258,panacota,clipkit,70,303,1251,1234,315
ST258,panacota,clipkit,71,307,1251,1234,315
ST258,panacota,clipkit,72,311,1251,1234,314
ST258,panacota,clipkit,73,316,1251,1234,314
ST258,panacota,clipkit,74,320,1251,1234,314
ST258,panacota,clipkit,75,324,1251,1234,313
ST258,panacota,clipkit,76,329,1251,1234,313
ST258,panacota,clipkit,77,333,1251,1234,312
ST258,panacota,clipkit,78,337,1251,1234,312
ST258,panacota,clipkit,79,342,1251,1234,312
ST258,panacota,clipkit,80,346,1251,1234,312
ST258,panacota,clipkit,81,350,1251,1234,312
ST258,panacota,clipkit,82,354,1251,1234,310
ST258,panacota,clipkit,83,359,1251,1234,310
ST258,panacota,clipkit,84,363,1251,1234,310
ST258,panacota,clipkit,85,367,1251,1234,310
ST258,panacota,clipkit,86,372,1251,1234,310
ST258,panacota,clipkit,87,376,1251,1234,309
ST258,panacota,clipkit,88,380,1251,1234,309
ST258,panacota,clipkit,89,385,1251,1234,309
ST258,panacota,clipkit,90,389,1251,1234,309
ST258,panacota,clipkit,91,393,1251,1234,309
ST258,panacota,clipkit,92,398,1251,1234,309
ST258,panacota,clipkit,93,402,1251,1234,309
ST258,panacota,clipkit,94,406,1251,1234,309
ST258,panacota,clipkit,95,411,1251,1234,309
ST258,panacota,clipkit,96,415,1251,1234,309
ST258,panacota,clipkit,97,419,1251,1234,309
ST258,panacota,clipkit,98,424,1251,1234,309
ST258,panacota,clipkit,99,428,1251,1234,309
ST258,panacota,clipkit,100,432,1251,1234,309
ST258,panacota,fixcore,1,4,1251,892,445
ST258,panacota,fixcore,2,9,1251,909,452
ST258,panacota,fixcore,3,13,1251,917,455
ST258,panacota,fixcore,4,17,1251,929,461
ST258,panacota,fixcore,5,22,1251,958,473
ST258,panacota,fixcore,6,26,1251,978,482
ST258,panacota,fixcore,7,31,1251,1003,491
ST258,panacota,fixcore,8,35,1251,1022,493
ST258,panacota,fixcore,9,39,1251,1038,496
ST258,panacota,fixcore,10,44,1251,1047,492
ST258,panacota,fixcore,11,48,1251,1062,494
ST258,panacota,fixcore,12,52,1251,1073,494
ST258,panacota,fixcore,13,57,1251,1093,500
ST258,panacota,fixcore,14,61,1251,1106,502
ST258,panacota,fixcore,15,65,1251,1112,496
ST258,panacota,fixcore,16,70,1251,1120,496
ST258,panacota,fixcore,17,74,1251,1126,493
ST258,panacota,fixcore,18,78,1251,1131,491
ST258,panacota,fixcore,19,83,1251,1141,491
ST258,panacota,fixcore,20,87,1251,1146,488
ST258,panacota,fixcore,21,92,1251,1156,485
ST258,panacota,fixcore,22,96,1251,1159,483
ST258,panacota,fixcore,23,100,1251,1169,481
ST258,panacota,fixcore,24,105,1251,1174,473
ST258,panacota,fixcore,25,109,1251,1183,474
ST258,panacota,fixcore,26,113,1251,1187,466
ST258,panacota,fixcore,27,118,1251,1193,459
ST258,panacota,fixcore,28,122,1251,1198,451
ST258,panacota,fixcore,29,126,1251,1201,445
ST258,panacota,fixcore,30,131,1251,1207,437
ST258,panacota,fixcore,31,135,1251,1208,426
ST258,panacota,fixcore,32,140,1251,1210,422
ST258,panacota,fixcore,33,144,1251,1214,410
ST258,panacota,fixcore,34,148,1251,1217,402
ST258,panacota,fixcore,35,153,1251,1220,394
ST258,panacota,fixcore,36,157,1251,1221,381
ST258,panacota,fixcore,37,161,1251,1224,371
ST258,panacota,fixcore,38,166,1251,1225,364
ST258,panacota,fixcore,39,170,1251,1229,355
ST258,panacota,fixcore,40,174,1251,1230,342
ST258,panacota,fixcore,41,179,1251,1230,335
ST258,panacota,fixcore,42,183,1251,1230,326
ST258,panacota,fixcore,43,187,1251,1232,323
ST258,panacota,fixcore,44,192,1251,1232,323
ST258,panacota,fixcore,45,196,1251,1232,322
ST258,panacota,fixcore,46,201,1251,1233,319
ST258,panacota,fixcore,47,205,1251,1233,318
ST258,panacota,fixcore,48,209,1251,1234,316
ST258,panacota,fixcore,49,214,1251,1234,315
ST258,panacota,fixcore,50,218,1251,1234,314
ST258,panacota,fixcore,51,222,1251,1234,314
ST258,panacota,fixcore,52,227,1251,1234,311
ST258,panacota,fixcore,53,231,1251,1234,311
ST258,panacota,fixcore,54,235,1251,1234,311
ST258,panacota,fixcore,55,240,1251,1234,311
ST258,panacota,fixcore,56,244,1251,1234,311
ST258,panacota,fixcore,57,249,1251,1234,311
ST258,panacota,fixcore,58,253,1251,1234,310
ST258,panacota,fixcore,59,257,1251,1234,310
ST258,panacota,fixcore,60,262,1251,1234,310
ST258,panacota,fixcore,61,266,1251,1234,309
ST258,panacota,fixcore,62,270,1251,1234,309
ST258,panacota,fixcore,63,275,1251,1234,309
ST258,panacota,fixcore,64,279,1251,1234,309
ST258,panacota,fixcore,65,283,1251,1234,309
ST258,panacota,fixcore,66,288,1251,1234,309
ST258,panacota,fixcore,67,292,1251,1234,309
ST258,panacota,fixcore,68,297,1251,1234,309
ST258,panacota,fixcore,69,301,1251,1234,309
ST258,panacota,fixcore,70,305,1251,1234,309
ST258,panacota,fixcore,71,310,1251,1234,309
ST258,panacota,fixcore,72,314,1251,1234,309
ST258,panacota,fixcore,73,318,1251,1234,309
ST258,panacota,fixcore,74,323,1251,1234,309
ST258,panacota,fixcore,75,327,1251,1234,309
ST258,panacota,fixcore,76,331,1251,1234,309
ST258,panacota,fixcore,77,336,1251,1234,309
ST258,panacota,fixcore,78,340,1251,1234,309
ST258,panacota,fixcore,79,344,1251,1234,309
ST258,panacota,fixcore,80,349,1251,1234,309
ST258,panacota,fixcore,81,353,1251,1234,309
ST258,panacota,fixcore,82,358,1251,1234,309
ST258,panacota,fixcore,83,362,1251,1234,309
ST258,panacota,fixcore,84,366,1251,1234,309
ST258,panacota,fixcore,85,371,1251,1234,309
ST258,panacota,fixcore,86,375,1251,1234,309
ST258,panacota,fixcore,87,379,1251,1234,309
ST258,panacota,fixcore,88,384,1251,1234,309
ST258,panacota,fixcore,89,388,1251,1234,309
ST258,panacota,fixcore,90,392,1251,1234,309
ST258,panacota,fixcore,91,397,1251,1234,309
ST258,panacota,fixcore,92,401,1251,1234,309
ST258,panacota,fixcore,93,406,1251,1234,309
ST258,panacota,fixcore,94,410,1251,1234,309
ST258,panacota,fixcore,95,414,1251,1234,309
ST258,panacota,fixcore,96,419,1251,1234,309
ST258,panacota,fixcore,97,423,1251,1234,309
ST258,panacota,fixcore,98,427,1251,1234,309
ST258,panacota,fixcore,99,432,1251,1234,309
ST258,panacota,fixcore,100,436,1251,1234,309
ST258,panacota,hmmcleaner,1,4,1251,920,460
ST258,panacota,hmmcleaner,2,9,1251,933,466
ST258,panacota,hmmcleaner,3,13,1251,951,475
ST258,panacota,hmmcleaner,4,17,1251,968,482
ST258,panacota,hmmcleaner,5,22,1251,1002,495
ST258,panacota,hmmcleaner,6,26,1251,1016,499
ST258,panacota,hmmcleaner,7,30,1251,1029,503
ST258,panacota,hmmcleaner,8,35,1251,1050,505
ST258,panacota,hmmcleaner,9,39,1251,1065,506
ST258,panacota,hmmcleaner,10,44,1251,1081,508
ST258,panacota,hmmcleaner,11,48,1251,1091,508
ST258,panacota,hmmcleaner,12,52,1251,1106,509
ST258,panacota,hmmcleaner,13,57,1251,1119,510
ST258,panacota,hmmcleaner,14,61,1251,1127,511
ST258,panacota,hmmcleaner,15,65,1251,1130,505
ST258,panacota,hmmcleaner,16,70,1251,1137,501
ST258,panacota,hmmcleaner,17,74,1251,1144,500
ST258,panacota,hmmcleaner,18,78,1251,1151,494
ST258,panacota,hmmcleaner,19,83,1251,1159,491
ST258,panacota,hmmcleaner,20,87,1251,1163,490
ST258,panacota,hmmcleaner,21,91,1251,1177,489
ST258,panacota,hmmcleaner,22,96,1251,1187,479
ST258,panacota,hmmcleaner,23,100,1251,1190,475
ST258,panacota,hmmcleaner,24,104,1251,1198,468
ST258,panacota,hmmcleaner,25,109,1251,1208,463
ST258,panacota,hmmcleaner,26,113,1251,1210,447
ST258,panacota,hmmcleaner,27,117,1251,1219,436
ST258,panacota,hmmcleaner,28,122,1251,1221,413
ST258,panacota,hmmcleaner,29,126,1251,1224,398
ST258,panacota,hmmcleaner,30,131,1251,1226,378
ST258,panacota,hmmcleaner,31,135,1251,1227,372
ST258,panacota,hmmcleaner,32,139,1251,1228,360
ST258,panacota,hmmcleaner,33,144,1251,1229,349
ST258,panacota,hmmcleaner,34,148,1251,1230,344
ST258,panacota,hmmcleaner,35,152,1251,1231,339
ST258,panacota,hmmcleaner,36,157,1251,1232,336
ST258,panacota,hmmcleaner,37,161,1251,1233,332
ST258,panacota,hmmcleaner,38,165,1251,1234,325
ST258,panacota,hmmcleaner,39,170,1251,1235,321
ST258,panacota,hmmcleaner,40,174,1251,1235,321
ST258,panacota,hmmcleaner,41,178,1251,1235,317
ST258,panacota,hmmcleaner,42,183,1251,1237,315
ST258,panacota,hmmcleaner,43,187,1251,1237,313
ST258,panacota,hmmcleaner,44,191,1251,1237,311
ST258,panacota,hmmcleaner,45,196,1251,1237,310
ST258,panacota,hmmcleaner,46,200,1251,1237,309
ST258,panacota,hmmcleaner,47,205,1251,1238,308
ST258,panacota,hmmcleaner,48,209,1251,1238,308
ST258,panacota,hmmcleaner,49,213,1251,1238,306
ST258,panacota,hmmcleaner,50,218,1251,1238,305
ST258,panacota,hmmcleaner,51,222,1251,1238,305
ST258,panacota,hmmcleaner,52,226,1251,1238,305
ST258,panacota,hmmcleaner,53,231,1251,1238,305
ST258,panacota,hmmcleaner,54,235,1251,1238,305
ST258,panacota,hmmcleaner,55,239,1251,1238,305
ST258,panacota,hmmcleaner,56,244,1251,1238,304
ST258,panacota,hmmcleaner,57,248,1251,1238,304
ST258,panacota,hmmcleaner,58,252,1251,1238,304
ST258,panacota,hmmcleaner,59,257,1251,1238,302
ST258,panacota,hmmcleaner,60,261,1251,1238,302
ST258,panacota,hmmcleaner,61,265,1251,1238,302
ST258,panacota,hmmcleaner,62,270,1251,1238,302
ST258,panacota,hmmcleaner,63,274,1251,1239,302
ST258,panacota,hmmcleaner,64,278,1251,1239,302
ST258,panacota,hmmcleaner,65,283,1251,1239,302
ST258,panacota,hmmcleaner,66,287,1251,1239,302
ST258,panacota,hmmcleaner,67,292,1251,1239,302
ST258,panacota,hmmcleaner,68,296,1251,1239,302
ST258,panacota,hmmcleaner,69,300,1251,1239,302
ST258,panacota,hmmcleaner,70,305,1251,1239,302
ST258,panacota,hmmcleaner,71,309,1251,1239,302
ST258,panacota,hmmcleaner,72,313,1251,1239,302
ST258,panacota,hmmcleaner,73,318,1251,1239,302
ST258,panacota,hmmcleaner,74,322,1251,1239,302
ST258,panacota,hmmcleaner,75,326,1251,1239,302
ST258,panacota,hmmcleaner,76,331,1251,1239,302
ST258,panacota,hmmcleaner,77,335,1251,1239,302
ST258,panacota,hmmcleaner,78,339,1251,1239,302
ST258,panacota,hmmcleaner,79,344,1251,1239,302
ST258,panacota,hmmcleaner,80,348,1251,1239,302
ST258,panacota,hmmcleaner,81,352,1251,1239,302
ST258,panacota,hmmcleaner,82,357,1251,1239,302
ST258,panacota,hmmcleaner,83,361,1251,1239,302
ST258,panacota,hmmcleaner,84,366,1251,1239,302
ST258,panacota,hmmcleaner,85,370,1251,1239,302
ST258,panacota,hmmcleaner,86,374,1251,1239,302
ST258,panacota,hmmcleaner,87,379,1251,1239,302
ST258,panacota,hmmcleaner,88,383,1251,1239,302
ST258,panacota,hmmcleaner,89,387,1251,1239,302
ST258,panacota,hmmcleaner,90,392,1251,1239,302
ST258,panacota,hmmcleaner,91,396,1251,1239,302
ST258,panacota,hmmcleaner,92,400,1251,1239,302
ST258,panacota,hmmcleaner,93,405,1251,1239,302
ST258,panacota,hmmcleaner,94,409,1251,1239,302
ST258,panacota,hmmcleaner,95,413,1251,1239,302
ST258,panacota,hmmcleaner,96,418,1251,1239,302
ST258,panacota,hmmcleaner,97,422,1251,1239,302
ST258,panacota,hmmcleaner,98,426,1251,1239,302
ST258,panacota,hmmcleaner,99,431,1251,1240,302
ST258,panacota,hmmcleaner,100,435,1251,1240,302
ST258,panacota,snippy,1,4,1251,908,453
ST258,panacota,snippy,2,9,1251,958,477
ST258,panacota,snippy,3,13,1251,985,490
ST258,panacota,snippy,4,17,1251,1016,504
ST258,panacota,snippy,5,22,1251,1036,510
ST258,panacota,snippy,6,26,1251,1066,520
ST258,panacota,snippy,7,30,1251,1089,528
ST258,panacota,snippy,8,35,1251,1111,534
ST258,panacota,snippy,9,39,1251,1125,537
ST258,panacota,snippy,10,43,1251,1135,535
ST258,panacota,snippy,11,48,1251,1154,538
ST258,panacota,snippy,12,52,1251,1167,538
ST258,panacota,snippy,13,56,1251,1174,534
ST258,panacota,snippy,14,61,1251,1182,528
ST258,panacota,snippy,15,65,1251,1183,526
ST258,panacota,snippy,16,69,1251,1186,521
ST258,panacota,snippy,17,74,1251,1187,511
ST258,panacota,snippy,18,78,1251,1195,501
ST258,panacota,snippy,19,82,1251,1205,498
ST258,panacota,snippy,20,87,1251,1215,488
ST258,panacota,snippy,21,91,1251,1218,479
ST258,panacota,snippy,22,95,1251,1222,469
ST258,panacota,snippy,23,100,1251,1225,452
ST258,panacota,snippy,24,104,1251,1229,430
ST258,panacota,snippy,25,108,1251,1230,405
ST258,panacota,snippy,26,113,1251,1236,379
ST258,panacota,snippy,27,117,1251,1241,360
ST258,panacota,snippy,28,121,1251,1242,345
ST258,panacota,snippy,29,126,1251,1245,331
ST258,panacota,snippy,30,130,1251,1246,320
ST258,panacota,snippy,31,134,1251,1247,313
ST258,panacota,snippy,32,139,1251,1248,308
ST258,panacota,snippy,33,143,1251,1248,306
ST258,panacota,snippy,34,147,1251,1248,304
ST258,panacota,snippy,35,152,1251,1248,304
ST258,panacota,snippy,36,156,1251,1248,303
ST258,panacota,snippy,37,160,1251,1248,302
ST258,panacota,snippy,38,165,1251,1248,302
ST258,panacota,snippy,39,169,1251,1248,302
ST258,panacota,snippy,40,173,1251,1248,302
ST258,panacota,snippy,41,178,1251,1248,302
ST258,panacota,snippy,42,182,1251,1248,302
ST258,panacota,snippy,43,186,1251,1248,301
ST258,panacota,snippy,44,191,1251,1248,300
ST258,panacota,snippy,45,195,1251,1248,300
ST258,panacota,snippy,46,199,1251,1248,300
ST258,panacota,snippy,47,204,1251,1248,300
ST258,panacota,snippy,48,208,1251,1248,299
ST258,panacota,snippy,49,213,1251,1248,299
ST258,panacota,snippy,50,217,1251,1248,299
ST258,panacota,snippy,51,221,1251,1248,299
ST258,panacota,snippy,52,226,1251,1248,299
ST258,panacota,snippy,53,230,1251,1248,299
ST258,panacota,snippy,54,234,1251,1248,299
ST258,panacota,snippy,55,239,1251,1248,299
ST258,panacota,snippy,56,243,1251,1248,299
ST258,panacota,snippy,57,247,1251,1248,298
ST258,panacota,snippy,58,252,1251,1248,298
ST258,panacota,snippy,59,256,1251,1248,298
ST258,panacota,snippy,60,260,1251,1248,297
ST258,panacota,snippy,61,265,1251,1248,297
ST258,panacota,snippy,62,269,1251,1248,297
ST258,panacota,snippy,63,273,1251,1248,297
ST258,panacota,snippy,64,278,1251,1248,297
ST258,panacota,snippy,65,282,1251,1248,297
ST258,panacota,snippy,66,286,1251,1248,297
ST258,panacota,snippy,67,291,1251,1248,296
ST258,panacota,snippy,68,295,1251,1248,296
ST258,panacota,snippy,69,299,1251,1248,296
ST258,panacota,snippy,70,304,1251,1248,295
ST258,panacota,snippy,71,308,1251,1248,295
ST258,panacota,snippy,72,312,1251,1248,294
ST258,panacota,snippy,73,317,1251,1248,294
ST258,panacota,snippy,74,321,1251,1248,294
ST258,panacota,snippy,75,325,1251,1248,294
ST258,panacota,snippy,76,330,1251,1248,294
ST258,panacota,snippy,77,334,1251,1248,294
ST258,panacota,snippy,78,338,1251,1248,294
ST258,panacota,snippy,79,343,1251,1248,294
ST258,panacota,snippy,80,347,1251,1248,294
ST258,panacota,snippy,81,351,1251,1248,294
ST258,panacota,snippy,82,356,1251,1248,294
ST258,panacota,snippy,83,360,1251,1248,294
ST258,panacota,snippy,84,364,1251,1248,294
ST258,panacota,snippy,85,369,1251,1248,294
ST258,panacota,snippy,86,373,1251,1248,294
ST258,panacota,snippy,87,377,1251,1248,294
ST258,panacota,snippy,88,382,1251,1248,294
ST258,panacota,snippy,89,386,1251,1248,294
ST258,panacota,snippy,90,390,1251,1248,294
ST258,panacota,snippy,91,395,1251,1248,294
ST258,panacota,snippy,92,399,1251,1248,294
ST258,panacota,snippy,93,403,1251,1248,294
ST258,panacota,snippy,94,408,1251,1248,293
ST258,panacota,snippy,95,412,1251,1248,293
ST258,panacota,snippy,96,416,1251,1248,293
ST258,panacota,snippy,97,421,1251,1248,293
ST258,panacota,snippy,98,425,1251,1248,293
ST258,panacota,snippy,99,429,1251,1248,293
ST258,panacota,snippy,100,434,1251,1248,293
ST258,panacota,subset,1,4,1251,919,458
ST258,panacota,subset,2,9,1251,924,460
ST258,panacota,subset,3,13,1251,932,464
ST258,panacota,subset,4,17,1251,943,469
ST258,panacota,subset,5,22,1251,965,479
ST258,panacota,subset,6,26,1251,978,484
ST258,panacota,subset,7,31,1251,997,488
ST258,panacota,subset,8,35,1251,1010,491
ST258,panacota,subset,9,39,1251,1025,496
ST258,panacota,subset,10,44,1251,1037,499
ST258,panacota,subset,11,48,1251,1045,502
ST258,panacota,subset,12,52,1251,1060,507
ST258,panacota,subset,13,57,1251,1069,504
ST258,panacota,subset,14,61,1251,1076,502
ST258,panacota,subset,15,65,1251,1084,503
ST258,panacota,subset,16,70,1251,1097,505
ST258,panacota,subset,17,74,1251,1106,507
ST258,panacota,subset,18,79,1251,1109,500
ST258,panacota,subset,19,83,1251,1126,504
ST258,panacota,subset,20,87,1251,1138,503
ST258,panacota,subset,21,92,1251,1150,506
ST258,panacota,subset,22,96,1251,1159,506
ST258,panacota,subset,23,100,1251,1167,505
ST258,panacota,subset,24,105,1251,1171,503
ST258,panacota,subset,25,109,1251,1173,496
ST258,panacota,subset,26,113,1251,1177,492
ST258,panacota,subset,27,118,1251,1181,484
ST258,panacota,subset,28,122,1251,1188,480
ST258,panacota,subset,29,126,1251,1197,477
ST258,panacota,subset,30,131,1251,1199,469
ST258,panacota,subset,31,135,1251,1202,461
ST258,panacota,subset,32,140,1251,1204,457
ST258,panacota,subset,33,144,1251,1206,448
ST258,panacota,subset,34,148,1251,1209,444
ST258,panacota,subset,35,153,1251,1212,434
ST258,panacota,subset,36,157,1251,1216,431
ST258,panacota,subset,37,161,1251,1217,416
ST258,panacota,subset,38,166,1251,1218,409
ST258,panacota,subset,39,170,1251,1223,402
ST258,panacota,subset,40,174,1251,1224,394
ST258,panacota,subset,41,179,1251,1226,383
ST258,panacota,subset,42,183,1251,1228,376
ST258,panacota,subset,43,188,1251,1229,367
ST258,panacota,subset,44,192,1251,1231,361
ST258,panacota,subset,45,196,1251,1231,358
ST258,panacota,subset,46,201,1251,1231,352
ST258,panacota,subset,47,205,1251,1231,350
ST258,panacota,subset,48,209,1251,1232,346
ST258,panacota,subset,49,214,1251,1233,342
ST258,panacota,subset,50,218,1251,1233,341
ST258,panacota,subset,51,222,1251,1233,339
ST258,panacota,subset,52,227,1251,1233,335
ST258,panacota,subset,53,231,1251,1234,333
ST258,panacota,subset,54,236,1251,1235,329
ST258,panacota,subset,55,240,1251,1235,326
ST258,panacota,subset,56,244,1251,1235,323
ST258,panacota,subset,57,249,1251,1235,318
ST258,panacota,subset,58,253,1251,1235,315
ST258,panacota,subset,59,257,1251,1237,314
ST258,panacota,subset,60,262,1251,1237,312
ST258,panacota,subset,61,266,1251,1237,309
ST258,panacota,subset,62,270,1251,1237,308
ST258,panacota,subset,63,275,1251,1237,307
ST258,panacota,subset,64,279,1251,1237,306
ST258,panacota,subset,65,283,1251,1237,305
ST258,panacota,subset,66,288,1251,1237,302
ST258,panacota,subset,67,292,1251,1237,302
ST258,panacota,subset,68,297,1251,1237,300
ST258,panacota,subset,69,301,1251,1237,299
ST258,panacota,subset,70,305,1251,1238,299
ST258,panacota,subset,71,310,1251,1238,299
ST258,panacota,subset,72,314,1251,1238,299
ST258,panacota,subset,73,318,1251,1238,299
ST258,panacota,subset,74,323,1251,1238,299
ST258,panacota,subset,75,327,1251,1238,299
ST258,panacota,subset,76,331,1251,1238,299
ST258,panacota,subset,77,336,1251,1238,299
ST258,panacota,subset,78,340,1251,1238,299
ST258,panacota,subset,79,345,1251,1238,299
ST258,panacota,subset,80,349,1251,1238,298
ST258,panacota,subset,81,353,1251,1238,298
ST258,panacota,subset,82,358,1251,1238,297
ST258,panacota,subset,83,362,1251,1238,297
ST258,panacota,subset,84,366,1251,1238,297
ST258,panacota,subset,85,371,1251,1238,297
ST258,panacota,subset,86,375,1251,1238,297
ST258,panacota,subset,87,379,1251,1238,297
ST258,panacota,subset,88,384,1251,1238,297
ST258,panacota,subset,89,388,1251,1238,297
ST258,panacota,subset,90,393,1251,1238,297
ST258,panacota,subset,91,397,1251,1238,297
ST258,panacota,subset,92,401,1251,1238,297
ST258,panacota,subset,93,406,1251,1238,297
ST258,panacota,subset,94,410,1251,1238,297
ST258,panacota,subset,95,414,1251,1238,297
ST258,panacota,subset,96,419,1251,1238,297
ST258,panacota,subset,97,423,1251,1238,297
ST258,panacota,subset,98,427,1251,1238,297
ST258,panacota,subset,99,432,1251,1238,297
ST258,panacota,subset,100,436,1251,1238,297
ST258,panacota,treeshrink,1,4,1251,928,463
ST258,panacota,treeshrink,2,9,1251,945,471
ST258,panacota,treeshrink,3,13,1251,956,476
ST258,panacota,treeshrink,4,17,1251,973,484
ST258,panacota,treeshrink,5,22,1251,994,493
ST258,panacota,treeshrink,6,26,1251,1013,500
ST258,panacota,treeshrink,7,31,1251,1022,504
ST258,panacota,treeshrink,8,35,1251,1036,508
ST258,panacota,treeshrink,9,39,1251,1042,509
ST258,panacota,treeshrink,10,44,1251,1065,518
ST258,panacota,treeshrink,11,48,1251,1069,514
ST258,panacota,treeshrink,12,52,1251,1076,512
ST258,panacota,treeshrink,13,57,1251,1087,513
ST258,panacota,treeshrink,14,61,1251,1104,520
ST258,panacota,treeshrink,15,65,1251,1115,520
ST258,panacota,treeshrink,16,70,1251,1124,520
ST258,panacota,treeshrink,17,74,1251,1135,518
ST258,panacota,treeshrink,18,78,1251,1138,516
ST258,panacota,treeshrink,19,83,1251,1147,516
ST258,panacota,treeshrink,20,87,1251,1156,515
ST258,panacota,treeshrink,21,92,1251,1165,512
ST258,panacota,treeshrink,22,96,1251,1172,509
ST258,panacota,treeshrink,23,100,1251,1174,508
ST258,panacota,treeshrink,24,105,1251,1181,508
ST258,panacota,treeshrink,25,109,1251,1181,505
ST258,panacota,treeshrink,26,113,1251,1183,498
ST258,panacota,treeshrink,27,118,1251,1184,490
ST258,panacota,treeshrink,28,122,1251,1185,481
ST258,panacota,treeshrink,29,126,1251,1192,477
ST258,panacota,treeshrink,30,131,1251,1197,472
ST258,panacota,treeshrink,31,135,1251,1198,465
ST258,panacota,treeshrink,32,140,1251,1204,458
ST258,panacota,treeshrink,33,144,1251,1204,449
ST258,panacota,treeshrink,34,148,1251,1210,441
ST258,panacota,treeshrink,35,153,1251,1214,432
ST258,panacota,treeshrink,36,157,1251,1214,424
ST258,panacota,treeshrink,37,161,1251,1217,415
ST258,panacota,treeshrink,38,166,1251,1220,402
ST258,panacota,treeshrink,39,170,1251,1220,396
ST258,panacota,treeshrink,40,174,1251,1222,387
ST258,panacota,treeshrink,41,179,1251,1224,381
ST258,panacota,treeshrink,42,183,1251,1224,373
ST258,panacota,treeshrink,43,187,1251,1224,368
ST258,panacota,treeshrink,44,192,1251,1225,362
ST258,panacota,treeshrink,45,196,1251,1225,358
ST258,panacota,treeshrink,46,201,1251,1225,355
ST258,panacota,treeshrink,47,205,1251,1227,351
ST258,panacota,treeshrink,48,209,1251,1228,349
ST258,panacota,treeshrink,49,214,1251,1229,348
ST258,panacota,treeshrink,50,218,1251,1230,345
ST258,panacota,treeshrink,51,222,1251,1232,344
ST258,panacota,treeshrink,52,227,1251,1232,337
ST258,panacota,treeshrink,53,231,1251,1232,334
ST258,panacota,treeshrink,54,235,1251,1232,332
ST258,panacota,treeshrink,55,240,1251,1232,330
ST258,panacota,treeshrink,56,244,1251,1232,325
ST258,panacota,treeshrink,57,249,1251,1232,320
